fasta_name,accession
D/bovine/Hokkaido/HKD1/2018|Japan|2018-11,LC565476.1
D/bovine/Hokkaido/HKD2/2019|Japan|2019-01,LC565477.1
D/bovine/Hokkaido/HKD3/2020|Japan|2020-01,LC565478.1
D/bovine/Utah/9/2019|USA|2019-01-09,MW079472.1
D/bovine/California/17/2019|USA|2019-01-16,MW079473.1
D/bovine/Kansas/25/2019|USA|2019-04-16,MW079474.1
D/bovine/Kansas/26/2019|USA|2019-04-16,MW079475.1
D/bovine/Kansas/27/2019|USA|2019-04-16,MW079476.1
D/bovine/Kansas/28/2019|USA|2019-04-16,MW079477.1
D/bovine/Kansas/33/2019|USA|2019-08-20,MW079478.1
D/bovine/Texas/72/2017|USA|2017,MT636473.1
D/bovine/Italy/17VIR1851/2016|Italy|2016-10-26,MK965257.1
D/bovine/Italy/16RS2359/2016|Italy|2016-12-16,MK965258.1
D/bovine/Italy/16RS2581-9/2016|Italy|2016-12-29,MK965259.1
D/bovine/Italy/17RS393-6/2017|Italy|2017-02-17,MK965261.1
D/bovine/Italy/17RS395-6/2017|Italy|2017-02-08,MK965262.1
D/bovine/Italy/17RS396-10/2017|Italy|2017-02-08,MK965263.1
D/bovine/Italy/17RS397-3/2017|Italy|2017-02-06,MK965264.1
D/bovine/Italy/18RS182-1/2017|Italy|2017-03-17,MK965265.1
D/bovine/Italy/18RS182-10/2017|Italy|2017-10-10,MK965266.1
D/bovine/Italy/18RS182-12/2017|Italy|2017-12-01,MK965267.1
D/bovine/Italy/18RS182-13/2017|Italy|2017-12-19,MK965268.1
D/bovine/Italy/18RS182-14/2017|Italy|2017-12-18,MK965269.1
D/bovine/Italy/18RS182-16/2018|Italy|2018-01-19,MK965270.1
D/bovine/Italy/18RS182-17/2018|Italy|2018-01-19,MK965271.1
D/bovine/Italy/18RS182-18/2018|Italy|2018-01-19,MK965272.1
D/bovine/Italy/18RS182-3/2017|Italy|2017-03-20,MK965273.1
D/bovine/Italy/18RS182-4/2017|Italy|2017-04-03,MK965274.1
D/bovine/Italy/18RS182-6/2017|Italy|2017-04-12,MK965275.1
D/bovine/Italy/18RS182-8/2017|Italy|2017-08-22,MK965276.1
D/bovine/Italy/15RS1509-14/2015|Italy|2015-09-10,MK965277.1
D/swine/Italy/18VIR6833/2015|Italy|2015,MK965278.1
D/bovine/Quebec/5E-H/2018|Canada|2018,MT246269.1
D/bovine/Quebec/1M-H/2019|Canada|2019,MT246276.1
D/bovine/Quebec/3E-H/2018|Canada|2018,MT246282.1
D/bovine/Quebec/3M-B/2020|Canada|2020-01,MT246289.1
D/swine/Italy/73601-3/2017|Italy|2017-03,MK131026.1
D/bovine/Italy/31525/2018|Italy|2018-01,MK131035.1
D/bovine/Yamagata/1/2019|Japan|2019-01-07,LC494108.1
D/bovine/Italy/28145/2019|Italy|2019-01,MN123959.1
D/bovine/Italy/28300/2019|Italy|2019-01,MN123869.1
D/bovine/Italy/30787/2017|Italy|2017-02,MN123870.1
D/bovine/Italy/35490/2019|Italy|2019-01,MN123883.1
D/bovine/Italy/38955/2019|Italy|2019-01,MN123890.1
D/bovine/Italy/45097/2019|Italy|2019-02,MN123897.1
D/bovine/Italy/78668/2019|Italy|2019-03,MN123911.1
D/bovine/Italy/345075/2018|Italy|2018-04,MN123918.1
D/bovine/Italy/3907772/2018|Italy|2018-12,MN123925.1
D/bovine/Italy/56649-11/2018|Italy|2018-02,MN123939.1
D/bovine/Italy/776951/2018|Italy|2018-03,MN123946.1
D/swine/Italy/218655/2017|Italy|2017-08,MN123953.1
D/bovine/Italy/59542/2018|Italy|2018-03,MN165188.1
D/bovine/Italy/50543-3/2018|Italy|2018-02,MN165195.1
D/bovine/Italy/4128547/2018|Italy|2018-02,MN165202.1
D/bovine/Italy/40574/2018|Italy|2018-01,MN165209.1
D/bovine/Italy/37760/2019|Italy|2019-01,MN165216.1
D/bovine/Italy/3525/2018|Italy|2018-01,MN165223.1
D/bovine/Italy/108524/2018|Italy|2018-04,MN165257.1
D/bovine/Italy/19RS176-11/2018|Italy|2018-03-29,MN173611.1
D/bovine/France/5920/2014|France|2014-02-18,MG720235.1
D/bovine/Northern_Ireland/24280/2017|United_Kingdom|2017-12-01,MK101121.1
D/swine/Kentucky/17TOSU1262/2017|USA|2017-11-01,MK054184.1
D/swine/Guangdong/NN13/2017|China|2017-03-23,MH315965.1
D/swine/Guangdong/LX-2/2018|China|2018-04-15,MH315966.1
D/bovine/Guangdong/SK/2018|China|2018-04-15,MH315967.1
D/bovine/Guangdong/SQ/2018|China|2018-03-10,MH315968.1
D/bovine/Guangdong/25969/2017|China|2017-03-23,MH315969.1
D/bovine/Guangdong/YC/2017|China|2017-03-23,MH315970.1
D/swine/Oklahoma/1334/2011|USA|2011-03-21,NC_036618.1
D/bovine/Yamagata/10710/2016|Japan|2016-03,LC318668.1
D/swine/Italy/268344-2/2015|Italy|2015-10,KX768820.1
D/swine/Italy/173287-4/2016|Italy|2016-05,KX768827.1
D/swine/Italy/254578/2015|Italy|2015-09,KX768834.1
D/swine/Italy/354017/2015|Italy|2015-12,KX768841.2
D/bovine/Miyazaki/B22/2016|Japan|2016-04-13,LC270268.1
D/bovine/Ibaraki/7768/2016|Japan|2016-02-04,LC128433.1
D/bovine/Mexico/S7/2015|Mexico|2015,KU171126.1
D/bovine/Mexico/S8/2015|Mexico|2015,KU171127.1
D/bovine/Mexico/S56/2015|Mexico|2015,KU171128.1
D/bovine/Mexico/S62/2015|Mexico|2015,KU171129.1
D/bovine/Italy/1/2014|Italy|2014-11,KT592522.1
D/bovine/Italy/46484/2015|Italy|2015,KT592526.1
D/swine/Italy/199724-3/2015|Italy|2015,KT592533.1
D/bovine/Mississippi/C00046N/2014|USA|2014-02-19,KT581412.1
D/bovine/Mississippi/C00013N/2014|USA|2014-02-07,KT581416.1
D/bovine/Mississippi/C00014N/2014|USA|2014-02-07,KT581417.1
D/bovine/Mississippi/C00030P/2014|USA|2014-02-19,KT581418.1
D/bovine/Shandong/Y125/2014|China|2014-04-02,KM015494.1
D/bovine/Shandong/Y127/2014|China|2014-04-02,KM015501.1
D/bovine/Shandong/Y217/2014|China|2014-04-02,KM015508.1
D/bovine/Kansas/1-35/2010|USA|2010-12-10,KM392478.1
D/bovine/Texas/3-13/2011|USA|2011-06-01,KM392485.1
D/bovine/Kansas/13-21/2012|USA|2012-10-17,KM392492.1
D/bovine/Kansas/14-22/2012|USA|2012-12-01,KM392499.1
D/bovine/Kansas/11-8/2012|USA|2012-04-19,KM392506.1
D/bovine/Minnesota/628/2013|USA|2013-02-18,KF425655.1
D/bovine/Oklahoma/660/2013|USA|2013-02-20,KF425662.1
D/bovine/Minnesota/729/2013|USA|2013-02-26,KF425669.1
D/swine/Northern_Ireland/2156-02/2023|United_Kingdom|2023-01-24,PQ776835.1
D/swine/Northern_Ireland/2156-07/2023|United_Kingdom|2023-01-24,PQ776836.1
D/swine/Northern_Ireland/2170-22/2023|United_Kingdom|2023-02-24,PQ776837.1
D/swine/Northern_Ireland/2170-23/2023|United_Kingdom|2023-02-24,PQ776838.1
D/swine/Northern_Ireland/2155-15/2023|United_Kingdom|2023-01-13,PQ776847.1
D/swine/Northern_Ireland/2155-27/2023|United_Kingdom|2023-01-13,PQ776848.1
D/swine/Northern_Ireland/2163-09/2023|United_Kingdom|2023-01-31,PQ776845.1
D/swine/Northern_Ireland/2163-17/2023|United_Kingdom|2023-01-31,PQ776846.1
D/swine/Northern_Ireland/2160-29/2023|United_Kingdom|2023-01-25,PQ776840.1
D/swine/Northern_Ireland/2160-28/2023|United_Kingdom|2023-01-25,PQ776839.1
D/swine/Northern_Ireland/2179-26/2023|United_Kingdom|2023-04-17,PQ776843.1
D/swine/Northern_Ireland/2179-28/2023|United_Kingdom|2023-04-17,PQ776844.1
D/swine/Northern_Ireland/2168-27/2023|United_Kingdom|2023-02-07,PQ776841.1
D/swine/Northern_Ireland/2168-29/2023|United_Kingdom|2023-02-07,PQ776842.1
IDV_NSW_L13|Australia|2019-04,OP020135.1
IDV_NSW_L4|Australia|2019-04,OP020136.1
D/bovine/Italy/94269-2/2019|Italy|2019-03,MT349516.1
D/bovine/Italy/94269-1/2019|Italy|2019-03,MT349523.1
D/bovine/Italy/94243/2019|Italy|2019-03,MT349530.1
D/bovine/Italy/358240/2017|Italy|2017-12,MT349552.1
D/bovine/Italy/344278/2017|Italy|2017-12,MT349564.1
D/bovine/Italy/188812-1/2017|Italy|2017-07,MT349585.1
D/bovine/Italy/174489/2019|Italy|2019-05,MT349599.1
D/bovine/Italy/144539/2019|Italy|2019-04,MT349606.1
D/bovine/Italy/144136/2018|Italy|2018-05,MT349613.1
D/bovine/Italy/131159/2017|Italy|2017-05,MT349627.1
D/bovine/Italy/12825/2017|Italy|2017-01,MT349634.1
D/bovine/Italy/122566-2/2019|Italy|2019-04,MT349647.1
D/bovine/Italy/117140/2019|Italy|2019-04,MT349654.1
D/bovine/Mississippi/C00037P/2014|USA|2014-02-19,MT511336.1
D/bovine/Mississippi/C00075N/2014|USA|2014-04-02,MT511343.1
D/bovine/Mississippi/C00013P/2014|USA|2014-02-07,MT511350.1
D/bovine/Mississippi/C00180N/2015|USA|2015-07-24,MT511357.1
D/bovine/Mississippi/C00135N/2014|USA|2014-05-23,MT511364.1
D/bovine/Mississippi/C00196N/2015|USA|2015-07-24,MT511377.1
D/bovine/Mississippi/C00017N/2014|USA|2014-02-07,MT511384.1
D/bovine/Mississippi/C00040P/2014|USA|2014-02-19,MT511391.1
D/bovine/Mississippi/C00200N/2015|USA|2015-07-24,MT511398.1
D/bovine/Mississippi/C00185N/2015|USA|2015-07-24,MT511405.1
D/bovine/Mississippi/C00007N/2014|USA|2014-02-07,MT511412.1
D/bovine/Mississippi/C00002N/2014|USA|2014-02-07,MT511419.1
D/bovine/Mississippi/C00004N/2014|USA|2014-02-19,MT511426.1
D/bovine/Mississippi/C00213N/2015|USA|2015-07-24,MT511433.1
D/bovine/Mississippi/C00199N/2015|USA|2015-07-24,MT511440.1
D/bovine/Mississippi/C00158N/2015|USA|2015-01-09,MT511453.1
D/bovine/Mississippi/C00020N/2014|USA|2014-02-07,MT511460.1
D/bovine/Mississippi/C00218N/2015|USA|2015-07-24,MT511467.1
D/bovine/Mississippi/C00165P/2015|USA|2015-01-17,MT511474.1
D/bovine/Mississippi/C00067N/2014|USA|2014-04-02,MT511481.1
D/bovine/Mississippi/C00148N/2014|USA|2014-01-09,MT511488.1
D/bovine/Mississippi/C00162N/2015|USA|2015-01-09,MT511495.1
D/bovine/Mississippi/C00186N/2015|USA|2015-07-24,MT511502.1
D/bovine/Mississippi/C00207N/2015|USA|2015-07-24,MT511515.1
D/bovine/Mississippi/C00158P/2015|USA|2015-01-09,MT511522.1
D/bovine/Mississippi/C00009P/2014|USA|2014-02-07,MT511529.1
D/bovine/Mississippi/C00165N/2015|USA|2015-01-17,MT511536.1
D/bovine/Mississippi/C00214N/2015|USA|2015-07-24,MT511543.1
