fasta_name,accession
D/bovine/France/O-EB20D/2018|France|2018-02-28,ON038887.1
D/bovine/France/O-EB21D/2018|France|2018-02-28,ON038885.1
D/bovine/France/O-EB22D/2018|France|2018-02-28,ON038886.1
D/bovine/France/O-EB23D/2018|France|2018-02-28,ON038888.1
D/bovine/France/O-EB24D/2018|France|2018-02-28,ON038889.1
D/bovine/France/O-EB31/2018|France|2018-02-28,ON038890.1
D/bovine/France/O-EB32/2018|France|2018-02-28,ON038891.1
D/bovine/France/O-EB33/2018|France|2018-02-28,ON038892.1
D/bovine/France/O-EB37D/2018|France|2018-02-28,ON038894.1
D/bovine/France/O-EB38D/2018|France|2018-02-28,ON038895.1
D/bovine/France/O-EB39D/2018|France|2018-02-28,ON038896.1
D/bovine/France/O-EB45D/2018|France|2018-02-28,ON038897.1
D/bovine/France/O-EB8D/2018|France|2018-02-28,ON038898.1
D/bovine/France/O-EB34/2018|France|2018-02-28,ON038893.1
D/bovine/France/CO-E2256.01/2018|France|2018,ON038930.1
D/bovine/France/O-EC3/2018|France|2018-03-12,ON038928.1
D/bovine/CHN/JLSL/2021|China|2021-12-06,OM763679.1
D/bovine/Denmark/5246407608-2/2019|Denmark|2019-03-01,OM468265.1
D/bovine/Denmark/3313408142-6/2020|Denmark|2020-01-08,OM468266.1
D/bovine/Denmark/1173303525-4/2019|Denmark|2019-04-05,OM468267.1
D/bovine/Denmark/5358904609-3/2019|Denmark|2019-03-12,OM468269.1
D/bovine/Denmark/6171103755-1/2019|Denmark|2019-02-06,OM468270.1
D/bovine/Denmark/5195604790-5/2019|Denmark|2019-02-20,OM468272.1
D/bovine/Denmark/5224403563-5/2019|Denmark|2019-04-24,OM468271.1
D/bovine/Denmark/3058506689-11/2019|Denmark|2019-10-09,OM468268.1
D/bovine/Denmark/5022903340-5/2019|Denmark|2019-01-15,OM468275.1
D/bovine/Denmark/5161205135-5/2019|Denmark|2019-01-15,OM468273.1
D/bovine/Denmark/5195604714-5/2019|Denmark|2019-01-15,OM468276.1
D/bovine/Denmark/4559602762-5/2019|Denmark|2019-01-15,OM468274.1
D/bovine/Denmark/3727003200-7/2020|Denmark|2020-03-12,OM468277.1
D/bovine/Denmark/5256205576-8/2020|Denmark|2020-03-06,OM468278.1
D/bovine/Denmark/1052304114-10/2020|Denmark|2020-01-16,OM468279.1
D/bovine/Denmark/5995505714-9/2020|Denmark|2020-02-11,OM468280.1
D/bovine/Namibia/255880/2020|Namibia|2020-11-10,OK513027.1
D/bovine/Italy/287448/2015|Italy|2015-10,MZ264976.1
D/bovine/California/0363/2019|USA|2019,MW020310.1
D/bovine/California/0894/2019|USA|2019,MW020317.1
D/bovine/California/1908/2019|USA|2019,MW020324.1
D/bovine/Michigan/0377/2019|USA|2019-02-01,MW632176.1
D/bovine/California/1490/2018|USA|2018-11-01,MW632183.1
D/bovine/Oklahoma/1544/2018|USA|2018-11-01,MW632190.1
D/bovine/Hokkaido/HKD1/2018|Japan|2018-11,LC565482.1
D/bovine/Hokkaido/HKD2/2019|Japan|2019-01,LC565483.1
D/bovine/Hokkaido/HKD3/2020|Japan|2020-01,LC565484.1
D/bovine/Utah/9/2019|USA|2019-01-09,MW079444.1
D/bovine/California/17/2019|USA|2019-01-16,MW079445.1
D/bovine/Kansas/25/2019|USA|2019-04-16,MW079446.1
D/bovine/Kansas/26/2019|USA|2019-04-16,MW079447.1
D/bovine/Kansas/27/2019|USA|2019-04-16,MW079448.1
D/bovine/Kansas/28/2019|USA|2019-04-16,MW079449.1
D/bovine/Kansas/33/2019|USA|2019-08-20,MW079450.1
D/bovine/Texas/72/2017|USA|2017,MT636475.1
D/bovine/Italy/17VIR1851/2016|Italy|2016-10-26,MK965342.1
D/bovine/Italy/16RS2359/2016|Italy|2016-12-16,MK965356.1
D/bovine/Italy/16RS2581-9/2016|Italy|2016-12-29,MK965357.1
D/bovine/Italy/17RS393-6/2017|Italy|2017-02-17,MK965358.1
D/bovine/Italy/17RS395-6/2017|Italy|2017-02-08,MK965359.1
D/bovine/Italy/17RS396-10/2017|Italy|2017-02-08,MK965360.1
D/bovine/Italy/17RS397-3/2017|Italy|2017-02-06,MK965361.1
D/bovine/Italy/18RS182-1/2017|Italy|2017-03-17,MK965351.1
D/bovine/Italy/18RS182-10/2017|Italy|2017-10-10,MK965347.1
D/bovine/Italy/18RS182-12/2017|Italy|2017-12-01,MK965348.1
D/bovine/Italy/18RS182-13/2017|Italy|2017-12-19,MK965349.1
D/bovine/Italy/18RS182-14/2017|Italy|2017-12-18,MK965350.1
D/bovine/Italy/18RS182-16/2018|Italy|2018-01-19,MK965344.1
D/bovine/Italy/18RS182-17/2018|Italy|2018-01-19,MK965345.1
D/bovine/Italy/18RS182-18/2018|Italy|2018-01-19,MK965346.1
D/bovine/Italy/18RS182-3/2017|Italy|2017-03-20,MK965352.1
D/bovine/Italy/18RS182-4/2017|Italy|2017-04-03,MK965353.1
D/bovine/Italy/18RS182-6/2017|Italy|2017-04-12,MK965354.1
D/bovine/Italy/18RS182-8/2017|Italy|2017-08-22,MK965355.1
D/bovine/Italy/15RS1509-14/2015|Italy|2015-09-10,MK965362.1
D/swine/Italy/18VIR6833/2015|Italy|2015,MK965343.1
D/bovine/Quebec/5E-H/2018|Canada|2018,MT246267.1
D/bovine/Quebec/1M-H/2019|Canada|2019,MT246274.1
D/bovine/Quebec/3E-H/2018|Canada|2018,MT246281.1
D/bovine/Quebec/4Q-J20/2020|Canada|2020-01,MT246294.1
D/swine/Italy/73601-3/2017|Italy|2017-03,MK131025.1
D/bovine/Italy/31525/2018|Italy|2018-01,MK131032.1
D/bovine/Yamagata/1/2019|Japan|2019-01-07,LC494110.1
D/bovine/Italy/28145/2019|Italy|2019-01,MN123956.1
D/bovine/Italy/28300/2019|Italy|2019-01,MN123866.1
D/bovine/Italy/30787/2017|Italy|2017-02,MN123874.1
D/bovine/Italy/35490/2019|Italy|2019-01,MN123880.1
D/bovine/Italy/38955/2019|Italy|2019-01,MN123887.1
D/bovine/Italy/45097/2019|Italy|2019-02,MN123894.1
D/bovine/Italy/72875/2019|Italy|2019-02,MN123901.1
D/bovine/Italy/78668/2019|Italy|2019-03,MN123908.1
D/bovine/Italy/345075/2018|Italy|2018-04,MN123915.1
D/bovine/Italy/3907772/2018|Italy|2018-12,MN123922.1
D/bovine/Italy/407865/2018|Italy|2018-12,MN123929.1
D/bovine/Italy/56649-11/2018|Italy|2018-02,MN123936.1
D/bovine/Italy/776951/2018|Italy|2018-03,MN123943.1
D/swine/Italy/218655/2017|Italy|2017-08,MN123950.1
D/bovine/Italy/72637/2019|Italy|2019-02,MN165177.1
D/bovine/Italy/59542/2018|Italy|2018-03,MN165184.1
D/bovine/Italy/50543-3/2018|Italy|2018-02,MN165191.1
D/bovine/Italy/4128547/2018|Italy|2018-02,MN165198.1
D/bovine/Italy/40574/2018|Italy|2018-01,MN165205.1
D/bovine/Italy/37760/2019|Italy|2019-01,MN165212.1
D/bovine/Italy/3525/2018|Italy|2018-01,MN165219.1
D/bovine/Italy/20749/2018|Italy|2018-01,MN165226.1
D/bovine/Italy/14429/2018|Italy|2018-01,MN165233.1
D/bovine/Italy/12545-8/2018|Italy|2018-01,MN165239.1
D/bovine/Italy/12002-1/2018|Italy|2018-01,MN165246.1
D/bovine/Italy/108524/2018|Italy|2018-04,MN165253.1
D/bovine/Italy/19RS176-11/2018|Italy|2018-03-29,MN173614.1
D/bovine/France/5920/2014|France|2014-02-18,MG720240.1
D/bovine/Northern_Ireland/24280/2017|United_Kingdom|2017-12-01,MK101123.1
D/swine/Kentucky/17TOSU1262/2017|USA|2017-11-01,MK054183.1
D/swine/Oklahoma/1334/2011|USA|2011-03-21,NC_036620.1
D/bovine/Yamagata/10710/2016|Japan|2016-03,LC318670.1
D/swine/Italy/268344-2/2015|Italy|2015-10,KX768822.1
D/swine/Italy/173287-4/2016|Italy|2016-05,KX768829.1
D/swine/Italy/254578/2015|Italy|2015-09,KX768836.1
D/swine/Italy/354017/2015|Italy|2015-12,KX768843.1
D/bovine/Miyazaki/B22/2016|Japan|2016-04-13,LC270270.1
D/bovine/Ibaraki/7768/2016|Japan|2016-02-04,LC128434.1
D/bovine/Mexico/S7/2015|Mexico|2015,KU710430.1
D/bovine/Mexico/S8/2015|Mexico|2015,KU710431.1
D/bovine/Mexico/S56/2015|Mexico|2015,KU710432.1
D/bovine/Mexico/S62/2015|Mexico|2015,KU710433.1
D/bovine/Italy/1/2014|Italy|2014-11,KT592519.1
D/bovine/Italy/46484/2015|Italy|2015,KT592528.1
D/swine/Italy/199724-3/2015|Italy|2015,KT592535.1
D/bovine/Mississippi/C00046N/2014|USA|2014-02-19,KT581414.1
D/bovine/Mississippi/C00013N/2014|USA|2014-02-07,MT511510.1
D/bovine/Mississippi/C00014N/2014|USA|2014-02-07,MT511448.1
D/bovine/Mississippi/C00030P/2014|USA|2014-02-19,MT511372.1
D/bovine/Shandong/Y125/2014|China|2014-04-02,KM015496.1
D/bovine/Shandong/Y127/2014|China|2014-04-02,KM015503.1
D/bovine/Shandong/Y217/2014|China|2014-04-02,KM015510.1
D/bovine/Kansas/1-35/2010|USA|2010-12-10,KM392480.1
D/bovine/Texas/3-13/2011|USA|2011-06-01,KM392487.1
D/bovine/Kansas/13-21/2012|USA|2012-10-17,KM392494.1
D/bovine/Kansas/14-22/2012|USA|2012-12-01,KM392501.1
D/bovine/Kansas/11-8/2012|USA|2012-04-19,KM392508.1
D/bovine/Minnesota/628/2013|USA|2013-02-18,KF425657.1
D/bovine/Oklahoma/660/2013|USA|2013-02-20,KF425664.1
D/bovine/Minnesota/729/2013|USA|2013-02-26,KF425671.1
D/swine/Northern_Ireland/2156-02/2023|United_Kingdom|2023-01-24,PQ776862.1
D/swine/Northern_Ireland/2156-07/2023|United_Kingdom|2023-01-24,PQ776863.1
D/swine/Northern_Ireland/2170-22/2023|United_Kingdom|2023-02-24,PQ776864.1
D/swine/Northern_Ireland/2170-23/2023|United_Kingdom|2023-02-24,PQ776865.1
D/swine/Northern_Ireland/2155-15/2023|United_Kingdom|2023-01-13,PQ776866.1
D/swine/Northern_Ireland/2155-27/2023|United_Kingdom|2023-01-13,PQ776867.1
D/swine/Northern_Ireland/2163-09/2023|United_Kingdom|2023-01-31,PQ776868.1
D/swine/Northern_Ireland/2163-17/2023|United_Kingdom|2023-01-31,PQ776869.1
D/swine/Northern_Ireland/2160-29/2023|United_Kingdom|2023-01-25,PQ776871.1
D/swine/Northern_Ireland/2160-28/2023|United_Kingdom|2023-01-25,PQ776870.1
D/swine/Northern_Ireland/2179-26/2023|United_Kingdom|2023-04-17,PQ776874.1
D/swine/Northern_Ireland/2179-28/2023|United_Kingdom|2023-04-17,PQ776875.1
D/swine/Northern_Ireland/2168-27/2023|United_Kingdom|2023-02-07,PQ776872.1
D/swine/Northern_Ireland/2168-29/2023|United_Kingdom|2023-02-07,PQ776873.1
IDV_NSW_L9|Australia|2019-04,OP020138.1
D/bovine/Italy/94269-2/2019|Italy|2019-03,MT349512.1
D/bovine/Italy/94269-1/2019|Italy|2019-03,MT349519.1
D/bovine/Italy/94243/2019|Italy|2019-03,MT349526.1
D/bovine/Italy/37431/2018|Italy|2018-02,MT349538.1
D/bovine/Italy/358240/2017|Italy|2017-12,MT349548.1
D/bovine/Italy/344278/2017|Italy|2017-12,MT349560.1
D/bovine/Italy/300771/2017|Italy|2017-11,MT349574.1
D/bovine/Italy/188812-1/2017|Italy|2017-07,MT349581.1
D/bovine/Italy/17936/2017|Italy|2017-01,MT349588.1
D/bovine/Italy/174489/2019|Italy|2019-05,MT349595.1
D/bovine/Italy/144539/2019|Italy|2019-04,MT349602.1
D/bovine/Italy/144136/2018|Italy|2018-05,MT349609.1
D/bovine/Italy/13882-2/2017|Italy|2017-01,MT349616.1
D/bovine/Italy/131159/2017|Italy|2017-05,MT349623.1
D/bovine/Italy/12825/2017|Italy|2017-01,MT349630.1
D/bovine/Italy/123836/2017|Italy|2017-05,MT349637.1
D/bovine/Italy/122566-2/2019|Italy|2019-04,MT349643.1
D/bovine/Italy/117140/2019|Italy|2019-04,MT349650.1
D/bovine/Mississippi/C00037P/2014|USA|2014-02-19,MT511338.1
D/bovine/Mississippi/C00075N/2014|USA|2014-04-02,MT511345.1
D/bovine/Mississippi/C00013P/2014|USA|2014-02-07,MT511352.1
D/bovine/Mississippi/C00180N/2015|USA|2015-07-24,MT511359.1
D/bovine/Mississippi/C00135N/2014|USA|2014-05-23,MT511366.1
D/bovine/Mississippi/C00196N/2015|USA|2015-07-24,MT511379.1
D/bovine/Mississippi/C00017N/2014|USA|2014-02-07,MT511386.1
D/bovine/Mississippi/C00040P/2014|USA|2014-02-19,MT511393.1
D/bovine/Mississippi/C00200N/2015|USA|2015-07-24,MT511400.1
D/bovine/Mississippi/C00185N/2015|USA|2015-07-24,MT511407.1
D/bovine/Mississippi/C00007N/2014|USA|2014-02-07,MT511414.1
D/bovine/Mississippi/C00002N/2014|USA|2014-02-07,MT511421.1
D/bovine/Mississippi/C00004N/2014|USA|2014-02-19,MT511428.1
D/bovine/Mississippi/C00213N/2015|USA|2015-07-24,MT511435.1
D/bovine/Mississippi/C00199N/2015|USA|2015-07-24,MT511442.1
D/bovine/Mississippi/C00158N/2015|USA|2015-01-09,MT511455.1
D/bovine/Mississippi/C00020N/2014|USA|2014-02-07,MT511462.1
D/bovine/Mississippi/C00218N/2015|USA|2015-07-24,MT511469.1
D/bovine/Mississippi/C00165P/2015|USA|2015-01-17,MT511476.1
D/bovine/Mississippi/C00067N/2014|USA|2014-04-02,MT511483.1
D/bovine/Mississippi/C00148N/2014|USA|2014-01-09,MT511490.1
D/bovine/Mississippi/C00162N/2015|USA|2015-01-09,MT511497.1
D/bovine/Mississippi/C00186N/2015|USA|2015-07-24,MT511504.1
D/bovine/Mississippi/C00207N/2015|USA|2015-07-24,MT511517.1
D/bovine/Mississippi/C00158P/2015|USA|2015-01-09,MT511524.1
D/bovine/Mississippi/C00009P/2014|USA|2014-02-07,MT511531.1
D/bovine/Mississippi/C00165N/2015|USA|2015-01-17,MT511538.1
D/bovine/Mississippi/C00214N/2015|USA|2015-07-24,MT511545.1
