fasta_name,accession
D/bovine/Denmark/3313408142-6/2020|Denmark|2020-01-08,OM468286.1
D/bovine/Denmark/1173303525-4/2019|Denmark|2019-04-05,OM468282.1
D/bovine/Denmark/5358904609-3/2019|Denmark|2019-03-12,OM468281.1
D/bovine/Denmark/6171103755-1/2019|Denmark|2019-02-06,OM468297.1
D/bovine/Denmark/5195604790-5/2019|Denmark|2019-02-20,OM468284.1
D/bovine/Denmark/5224403563-5/2019|Denmark|2019-04-24,OM468285.1
D/bovine/Denmark/3058506689-11/2019|Denmark|2019-10-09,OM468291.1
D/bovine/Denmark/5022903340-5/2019|Denmark|2019-01-15,OM468287.1
D/bovine/Denmark/5161205135-5/2019|Denmark|2019-01-15,OM468288.1
D/bovine/Denmark/5195604714-5/2019|Denmark|2019-01-15,OM468289.1
D/bovine/Denmark/4559602762-5/2019|Denmark|2019-01-15,OM468290.1
D/bovine/Denmark/3727003200-7/2020|Denmark|2020-03-12,OM468292.1
D/bovine/Denmark/5256205576-8/2020|Denmark|2020-03-06,OM468293.1
D/bovine/Denmark/1052304114-10/2020|Denmark|2020-01-16,OM468294.1
D/bovine/Denmark/5995505714-9/2020|Denmark|2020-02-11,OM468295.1
D/bovine/Namibia/255880/2020|Namibia|2020-11-10,OK513028.1
D/bovine/Italy/287448/2015|Italy|2015-10,MZ264977.1
D/bovine/California/0363/2019|USA|2019,MW020311.1
D/bovine/California/0894/2019|USA|2019,MW020318.1
D/bovine/California/1908/2019|USA|2019,MW020325.1
D/bovine/Michigan/0377/2019|USA|2019-02-01,MW632177.1
D/bovine/California/1490/2018|USA|2018-11-01,MW632184.1
D/bovine/Oklahoma/1544/2018|USA|2018-11-01,MW632191.1
D/bovine/Hokkaido/HKD1/2018|Japan|2018-11,LC565485.1
D/bovine/Hokkaido/HKD2/2019|Japan|2019-01,LC565486.1
D/bovine/Hokkaido/HKD3/2020|Japan|2020-01,LC565487.1
D/bovine/Utah/9/2019|USA|2019-01-09,MW079458.1
D/bovine/California/17/2019|USA|2019-01-16,MW079459.1
D/bovine/Kansas/25/2019|USA|2019-04-16,MW079460.1
D/bovine/Kansas/26/2019|USA|2019-04-16,MW079461.1
D/bovine/Kansas/27/2019|USA|2019-04-16,MW079462.1
D/bovine/Kansas/33/2019|USA|2019-08-20,MW079464.1
D/bovine/Texas/72/2017|USA|2017,MT636476.1
D/bovine/Italy/17VIR1851/2016|Italy|2016-10-26,MK965300.1
D/bovine/Italy/16RS2359/2016|Italy|2016-12-16,MK965313.1
D/bovine/Italy/16RS2581-9/2016|Italy|2016-12-29,MK965314.1
D/bovine/Italy/17RS393-6/2017|Italy|2017-02-17,MK965315.1
D/bovine/Italy/17RS395-6/2017|Italy|2017-02-08,MK965316.1
D/bovine/Italy/17RS396-10/2017|Italy|2017-02-08,MK965317.1
D/bovine/Italy/17RS397-3/2017|Italy|2017-02-06,MK965318.1
D/bovine/Italy/18RS182-1/2017|Italy|2017-03-17,MK965305.1
D/bovine/Italy/18RS182-10/2017|Italy|2017-10-10,MK965301.1
D/bovine/Italy/18RS182-12/2017|Italy|2017-12-01,MK965302.1
D/bovine/Italy/18RS182-13/2017|Italy|2017-12-19,MK965303.1
D/bovine/Italy/18RS182-14/2017|Italy|2017-12-18,MK965304.1
D/bovine/Italy/18RS182-16/2018|Italy|2018-01-19,MK965310.1
D/bovine/Italy/18RS182-17/2018|Italy|2018-01-19,MK965311.1
D/bovine/Italy/18RS182-18/2018|Italy|2018-01-19,MK965312.1
D/bovine/Italy/18RS182-3/2017|Italy|2017-03-20,MK965306.1
D/bovine/Italy/18RS182-4/2017|Italy|2017-04-03,MK965307.1
D/bovine/Italy/18RS182-6/2017|Italy|2017-04-12,MK965308.1
D/bovine/Italy/18RS182-8/2017|Italy|2017-08-22,MK965309.1
D/swine/Italy/18VIR6833/2015|Italy|2015,MK965320.1
D/bovine/Quebec/5E-H/2018|Canada|2018,MT246266.1
D/bovine/Quebec/1M-H/2019|Canada|2019,MT246273.1
D/bovine/Quebec/3E-H/2018|Canada|2018,MT246280.1
D/bovine/Quebec/3M-B/2020|Canada|2020-01,MT246286.1
D/bovine/Quebec/4Q-J20/2020|Canada|2020-01,MT246293.1
D/swine/Italy/73601-3/2017|Italy|2017-03,MK131028.1
D/bovine/Italy/31525/2018|Italy|2018-01,MK131033.1
D/bovine/Yamagata/1/2019|Japan|2019-01-07,LC494111.1
D/bovine/Italy/28145/2019|Italy|2019-01,MN123957.1
D/bovine/Italy/28300/2019|Italy|2019-01,MN123867.1
D/bovine/Italy/30787/2017|Italy|2017-02,MN123872.1
D/bovine/Italy/35490/2019|Italy|2019-01,MN123881.1
D/bovine/Italy/38955/2019|Italy|2019-01,MN123888.1
D/bovine/Italy/45097/2019|Italy|2019-02,MN123895.1
D/bovine/Italy/72875/2019|Italy|2019-02,MN123902.1
D/bovine/Italy/78668/2019|Italy|2019-03,MN123909.1
D/bovine/Italy/345075/2018|Italy|2018-04,MN123916.1
D/bovine/Italy/3907772/2018|Italy|2018-12,MN123923.1
D/bovine/Italy/407865/2018|Italy|2018-12,MN123930.1
D/bovine/Italy/56649-11/2018|Italy|2018-02,MN123937.1
D/bovine/Italy/776951/2018|Italy|2018-03,MN123944.1
D/swine/Italy/218655/2017|Italy|2017-08,MN123951.1
D/bovine/Italy/72637/2019|Italy|2019-02,MN165179.1
D/bovine/Italy/59542/2018|Italy|2018-03,MN165186.1
D/bovine/Italy/50543-3/2018|Italy|2018-02,MN165193.1
D/bovine/Italy/4128547/2018|Italy|2018-02,MN165200.1
D/bovine/Italy/40574/2018|Italy|2018-01,MN165207.1
D/bovine/Italy/37760/2019|Italy|2019-01,MN165214.1
D/bovine/Italy/3525/2018|Italy|2018-01,MN165221.1
D/bovine/Italy/20749/2018|Italy|2018-01,MN165228.1
D/bovine/Italy/14429/2018|Italy|2018-01,MN165235.1
D/bovine/Italy/12545-8/2018|Italy|2018-01,MN165241.1
D/bovine/Italy/12002-1/2018|Italy|2018-01,MN165248.1
D/bovine/Italy/108524/2018|Italy|2018-04,MN165255.1
D/bovine/Italy/19RS176-11/2018|Italy|2018-03-29,MN173617.1
D/bovine/France/5920/2014|France|2014-02-18,MG720236.1
D/bovine/Northern_Ireland/24280/2017|United_Kingdom|2017-12-01,MK101124.1
D/swine/Kentucky/17TOSU1262/2017|USA|2017-11-01,MK054179.1
D/swine/Oklahoma/1334/2011|USA|2011-03-21,NC_036621.1
D/bovine/Yamagata/10710/2016|Japan|2016-03,LC318671.1
D/swine/Italy/268344-2/2015|Italy|2015-10,KX768823.1
D/swine/Italy/173287-4/2016|Italy|2016-05,KX768830.1
D/swine/Italy/254578/2015|Italy|2015-09,KX768837.1
D/swine/Italy/354017/2015|Italy|2015-12,KX768844.1
D/bovine/Miyazaki/B22/2016|Japan|2016-04-13,LC270271.1
D/bovine/Ibaraki/7768/2016|Japan|2016-02-04,LC128436.1
D/bovine/Mexico/S7/2015|Mexico|2015,KU710422.1
D/bovine/Mexico/S8/2015|Mexico|2015,KU710423.1
D/bovine/Mexico/S56/2015|Mexico|2015,KU710424.1
D/bovine/Mexico/S62/2015|Mexico|2015,KU710425.1
D/bovine/Italy/1/2014|Italy|2014-11,KT592520.1
D/bovine/Italy/46484/2015|Italy|2015,KT592529.1
D/swine/Italy/199724-3/2015|Italy|2015,KT592536.1
D/bovine/Mississippi/C00046N/2014|USA|2014-02-19,KT581415.1
D/bovine/Mississippi/C00013N/2014|USA|2014-02-07,MT511511.1
D/bovine/Mississippi/C00014N/2014|USA|2014-02-07,MT511449.1
D/bovine/Mississippi/C00030P/2014|USA|2014-02-19,MT511373.1
D/bovine/Shandong/Y125/2014|China|2014-04-02,KM015497.1
D/bovine/Shandong/Y127/2014|China|2014-04-02,KM015504.1
D/bovine/Shandong/Y217/2014|China|2014-04-02,KM015511.1
D/bovine/Kansas/1-35/2010|USA|2010-12-10,KM392481.1
D/bovine/Texas/3-13/2011|USA|2011-06-01,KM392488.1
D/bovine/Kansas/13-21/2012|USA|2012-10-17,KM392495.1
D/bovine/Kansas/14-22/2012|USA|2012-12-01,KM392502.1
D/bovine/Kansas/11-8/2012|USA|2012-04-19,KM392509.1
D/bovine/Minnesota/628/2013|USA|2013-02-18,KF425658.1
D/bovine/Oklahoma/660/2013|USA|2013-02-20,KF425665.1
D/bovine/Minnesota/729/2013|USA|2013-02-26,KF425672.1
D/swine/Northern_Ireland/2156-02/2023|United_Kingdom|2023-01-24,PQ776876.1
D/swine/Northern_Ireland/2156-07/2023|United_Kingdom|2023-01-24,PQ776877.1
D/swine/Northern_Ireland/2170-22/2023|United_Kingdom|2023-02-24,PQ776878.1
D/swine/Northern_Ireland/2170-23/2023|United_Kingdom|2023-02-24,PQ776879.1
D/swine/Northern_Ireland/2155-15/2023|United_Kingdom|2023-01-13,PQ776880.1
D/swine/Northern_Ireland/2155-27/2023|United_Kingdom|2023-01-13,PQ776881.1
D/swine/Northern_Ireland/2163-09/2023|United_Kingdom|2023-01-31,PQ776882.1
D/swine/Northern_Ireland/2163-17/2023|United_Kingdom|2023-01-31,PQ776883.1
D/swine/Northern_Ireland/2160-29/2023|United_Kingdom|2023-01-25,PQ776885.1
D/swine/Northern_Ireland/2160-28/2023|United_Kingdom|2023-01-25,PQ776884.1
D/swine/Northern_Ireland/2179-26/2023|United_Kingdom|2023-04-17,PQ776888.1
D/swine/Northern_Ireland/2179-28/2023|United_Kingdom|2023-04-17,PQ776889.1
D/swine/Northern_Ireland/2168-27/2023|United_Kingdom|2023-02-07,PQ776886.1
D/swine/Northern_Ireland/2168-29/2023|United_Kingdom|2023-02-07,PQ776887.1
IDV_NSW_L4|Australia|2019-04,OP020139.1
D/bovine/Italy/94269-2/2019|Italy|2019-03,MT349514.1
D/bovine/Italy/94269-1/2019|Italy|2019-03,MT349521.1
D/bovine/Italy/94243/2019|Italy|2019-03,MT349528.1
D/bovine/Italy/60797/2017|Italy|2017-03,MT349534.1
D/bovine/Italy/37431/2018|Italy|2018-02,MT349540.1
D/bovine/Italy/358240/2017|Italy|2017-12,MT349550.1
D/bovine/Italy/344278/2017|Italy|2017-12,MT349562.1
D/bovine/Italy/300771/2017|Italy|2017-11,MT349576.1
D/bovine/Italy/188812-1/2017|Italy|2017-07,MT349583.1
D/bovine/Italy/174489/2019|Italy|2019-05,MT349597.1
D/bovine/Italy/144539/2019|Italy|2019-04,MT349604.1
D/bovine/Italy/144136/2018|Italy|2018-05,MT349611.1
D/bovine/Italy/13882-2/2017|Italy|2017-01,MT349618.1
D/bovine/Italy/131159/2017|Italy|2017-05,MT349625.1
D/bovine/Italy/12825/2017|Italy|2017-01,MT349632.1
D/bovine/Italy/123836/2017|Italy|2017-05,MT349639.1
D/bovine/Italy/122566-2/2019|Italy|2019-04,MT349645.1
D/bovine/Italy/117140/2019|Italy|2019-04,MT349652.1
D/bovine/Mississippi/C00037P/2014|USA|2014-02-19,MT511339.1
D/bovine/Mississippi/C00075N/2014|USA|2014-04-02,MT511346.1
D/bovine/Mississippi/C00013P/2014|USA|2014-02-07,MT511353.1
D/bovine/Mississippi/C00180N/2015|USA|2015-07-24,MT511360.1
D/bovine/Mississippi/C00135N/2014|USA|2014-05-23,MT511367.1
D/bovine/Mississippi/C00196N/2015|USA|2015-07-24,MT511380.1
D/bovine/Mississippi/C00017N/2014|USA|2014-02-07,MT511387.1
D/bovine/Mississippi/C00040P/2014|USA|2014-02-19,MT511394.1
D/bovine/Mississippi/C00200N/2015|USA|2015-07-24,MT511401.1
D/bovine/Mississippi/C00185N/2015|USA|2015-07-24,MT511408.1
D/bovine/Mississippi/C00007N/2014|USA|2014-02-07,MT511415.1
D/bovine/Mississippi/C00002N/2014|USA|2014-02-07,MT511422.1
D/bovine/Mississippi/C00004N/2014|USA|2014-02-19,MT511429.1
D/bovine/Mississippi/C00213N/2015|USA|2015-07-24,MT511436.1
D/bovine/Mississippi/C00199N/2015|USA|2015-07-24,MT511443.1
D/bovine/Mississippi/C00158N/2015|USA|2015-01-09,MT511456.1
D/bovine/Mississippi/C00020N/2014|USA|2014-02-07,MT511463.1
D/bovine/Mississippi/C00218N/2015|USA|2015-07-24,MT511470.1
D/bovine/Mississippi/C00165P/2015|USA|2015-01-17,MT511477.1
D/bovine/Mississippi/C00067N/2014|USA|2014-04-02,MT511484.1
D/bovine/Mississippi/C00148N/2014|USA|2014-01-09,MT511491.1
D/bovine/Mississippi/C00162N/2015|USA|2015-01-09,MT511498.1
D/bovine/Mississippi/C00186N/2015|USA|2015-07-24,MT511505.1
D/bovine/Mississippi/C00207N/2015|USA|2015-07-24,MT511518.1
D/bovine/Mississippi/C00158P/2015|USA|2015-01-09,MT511525.1
D/bovine/Mississippi/C00009P/2014|USA|2014-02-07,MT511532.1
D/bovine/Mississippi/C00165N/2015|USA|2015-01-17,MT511539.1
D/bovine/Mississippi/C00214N/2015|USA|2015-07-24,MT511546.1
