fasta_name,accession
D/bovine/Italy/38955/2019|Italy|2019-01,MN123885.1
D/bovine/Italy/45097/2019|Italy|2019-02,MN123892.1
D/bovine/Italy/72875/2019|Italy|2019-02,MN123899.1
D/bovine/Italy/78668/2019|Italy|2019-03,MN123906.1
D/bovine/Italy/345075/2018|Italy|2018-04,MN123913.1
D/bovine/Italy/3907772/2018|Italy|2018-12,MN123920.1
D/bovine/Italy/407865/2018|Italy|2018-12,MN123927.1
D/bovine/Italy/56649-11/2018|Italy|2018-02,MN123934.1
D/bovine/Italy/776951/2018|Italy|2018-03,MN123941.1
D/swine/Italy/218655/2017|Italy|2017-08,MN123948.1
D/bovine/Italy/72637/2019|Italy|2019-02,MN165178.1
D/bovine/Italy/59542/2018|Italy|2018-03,MN165185.1
D/bovine/Italy/50543-3/2018|Italy|2018-02,MN165192.1
D/bovine/Italy/4128547/2018|Italy|2018-02,MN165199.1
D/bovine/Italy/40574/2018|Italy|2018-01,MN165206.1
D/bovine/Italy/37760/2019|Italy|2019-01,MN165213.1
D/bovine/Italy/3525/2018|Italy|2018-01,MN165220.1
D/bovine/Italy/20749/2018|Italy|2018-01,MN165227.1
D/bovine/Italy/14429/2018|Italy|2018-01,MN165234.1
D/bovine/Italy/12545-8/2018|Italy|2018-01,MN165240.1
D/bovine/Italy/12002-1/2018|Italy|2018-01,MN165247.1
D/bovine/Italy/108524/2018|Italy|2018-04,MN165254.1
D/bovine/Italy/19RS176-11/2018|Italy|2018-03-29,MN173613.1
D/bovine/France/5920/2014|France|2014-02-18,MG720238.1
D/bovine/Northern_Ireland/24280/2017|United_Kingdom|2017-12-01,MK101120.1
D/swine/Kentucky/17TOSU1262/2017|USA|2017-11-01,MK054180.1
D/swine/Oklahoma/1334/2011|USA|2011-03-21,NC_036619.1
D/bovine/Yamagata/10710/2016|Japan|2016-03,LC318667.1
D/swine/Italy/268344-2/2015|Italy|2015-10,KX768819.1
D/swine/Italy/173287-4/2016|Italy|2016-05,KX768826.1
D/swine/Italy/254578/2015|Italy|2015-09,KX768833.1
D/swine/Italy/354017/2015|Italy|2015-12,KX768840.1
D/bovine/Miyazaki/B22/2016|Japan|2016-04-13,LC270267.1
D/bovine/Ibaraki/7768/2016|Japan|2016-02-04,LC128437.1
D/bovine/Mexico/S7/2015|Mexico|2015,KU710426.1
D/bovine/Mexico/S8/2015|Mexico|2015,KU710427.1
D/bovine/Mexico/S56/2015|Mexico|2015,KU710428.1
D/bovine/Mexico/S62/2015|Mexico|2015,KU710429.1
D/bovine/Italy/1/2014|Italy|2014-11,KT592517.1
D/bovine/Italy/46484/2015|Italy|2015,KT592525.1
D/swine/Italy/199724-3/2015|Italy|2015,KT592532.1
D/bovine/Mississippi/C00046N/2014|USA|2014-02-19,KT581411.1
D/bovine/Mississippi/C00013N/2014|USA|2014-02-07,MT511508.1
D/bovine/Mississippi/C00014N/2014|USA|2014-02-07,MT511446.1
D/bovine/Mississippi/C00030P/2014|USA|2014-02-19,MT511370.1
D/bovine/Shandong/Y125/2014|China|2014-04-02,KM015493.1
D/bovine/Shandong/Y127/2014|China|2014-04-02,KM015500.1
D/bovine/Shandong/Y217/2014|China|2014-04-02,KM015507.1
D/bovine/Kansas/1-35/2010|USA|2010-12-10,KM392477.1
D/bovine/Texas/3-13/2011|USA|2011-06-01,KM392484.1
D/bovine/Kansas/13-21/2012|USA|2012-10-17,KM392491.1
D/bovine/Kansas/14-22/2012|USA|2012-12-01,KM392498.1
D/bovine/Kansas/11-8/2012|USA|2012-04-19,KM392505.1
D/bovine/Minnesota/628/2013|USA|2013-02-18,KF425654.1
D/bovine/Oklahoma/660/2013|USA|2013-02-20,KF425661.1
D/bovine/Minnesota/729/2013|USA|2013-02-26,KF425668.1
D/swine/Northern_Ireland/2156-02/2023|United_Kingdom|2023-01-24,PQ776826.1
D/swine/Northern_Ireland/2156-07/2023|United_Kingdom|2023-01-24,PQ776827.1
D/swine/Northern_Ireland/2170-22/2023|United_Kingdom|2023-02-24,PQ776824.1
D/swine/Northern_Ireland/2170-23/2023|United_Kingdom|2023-02-24,PQ776825.1
D/swine/Northern_Ireland/2155-15/2023|United_Kingdom|2023-01-13,PQ776829.1
D/swine/Northern_Ireland/2155-27/2023|United_Kingdom|2023-01-13,PQ776830.1
D/swine/Northern_Ireland/2163-17/2023|United_Kingdom|2023-01-31,PQ776828.1
D/swine/Northern_Ireland/2179-26/2023|United_Kingdom|2023-04-17,PQ776833.1
D/swine/Northern_Ireland/2179-28/2023|United_Kingdom|2023-04-17,PQ776834.1
D/swine/Northern_Ireland/2168-27/2023|United_Kingdom|2023-02-07,PQ776831.1
D/swine/Northern_Ireland/2168-29/2023|United_Kingdom|2023-02-07,PQ776832.1
IDV_NSW_L14|Australia|2019-04,OP020134.1
D/bovine/Italy/94269-2/2019|Italy|2019-03,MT349513.1
D/bovine/Italy/94269-1/2019|Italy|2019-03,MT349520.1
D/bovine/Italy/94243/2019|Italy|2019-03,MT349527.1
D/bovine/Italy/60797/2017|Italy|2017-03,MT349533.1
D/bovine/Italy/37431/2018|Italy|2018-02,MT349539.1
D/bovine/Italy/358240/2017|Italy|2017-12,MT349549.1
D/bovine/Italy/344278/2017|Italy|2017-12,MT349561.1
D/bovine/Italy/300771/2017|Italy|2017-11,MT349575.1
D/bovine/Italy/188812-1/2017|Italy|2017-07,MT349582.1
D/bovine/Italy/17936/2017|Italy|2017-01,MT349589.1
D/bovine/Italy/174489/2019|Italy|2019-05,MT349596.1
D/bovine/Italy/144539/2019|Italy|2019-04,MT349603.1
D/bovine/Italy/144136/2018|Italy|2018-05,MT349610.1
D/bovine/Italy/13882-2/2017|Italy|2017-01,MT349617.1
D/bovine/Italy/131159/2017|Italy|2017-05,MT349624.1
D/bovine/Italy/12825/2017|Italy|2017-01,MT349631.1
D/bovine/Italy/123836/2017|Italy|2017-05,MT349638.1
D/bovine/Italy/122566-2/2019|Italy|2019-04,MT349644.1
D/bovine/Italy/117140/2019|Italy|2019-04,MT349651.1
D/bovine/Mississippi/C00037P/2014|USA|2014-02-19,MT511335.1
D/bovine/Mississippi/C00075N/2014|USA|2014-04-02,MT511342.1
D/bovine/Mississippi/C00013P/2014|USA|2014-02-07,MT511349.1
D/bovine/Mississippi/C00180N/2015|USA|2015-07-24,MT511356.1
D/bovine/Mississippi/C00135N/2014|USA|2014-05-23,MT511363.1
D/bovine/Mississippi/C00196N/2015|USA|2015-07-24,MT511376.1
D/bovine/Mississippi/C00017N/2014|USA|2014-02-07,MT511383.1
D/bovine/Mississippi/C00040P/2014|USA|2014-02-19,MT511390.1
D/bovine/Mississippi/C00200N/2015|USA|2015-07-24,MT511397.1
D/bovine/Mississippi/C00185N/2015|USA|2015-07-24,MT511404.1
D/bovine/Mississippi/C00007N/2014|USA|2014-02-07,MT511411.1
D/bovine/Mississippi/C00002N/2014|USA|2014-02-07,MT511418.1
D/bovine/Mississippi/C00004N/2014|USA|2014-02-19,MT511425.1
D/bovine/Mississippi/C00213N/2015|USA|2015-07-24,MT511432.1
D/bovine/Mississippi/C00199N/2015|USA|2015-07-24,MT511439.1
D/bovine/Mississippi/C00158N/2015|USA|2015-01-09,MT511452.1
D/bovine/Mississippi/C00020N/2014|USA|2014-02-07,MT511459.1
D/bovine/Mississippi/C00218N/2015|USA|2015-07-24,MT511466.1
D/bovine/Mississippi/C00165P/2015|USA|2015-01-17,MT511473.1
D/bovine/Mississippi/C00067N/2014|USA|2014-04-02,MT511480.1
D/bovine/Mississippi/C00148N/2014|USA|2014-01-09,MT511487.1
D/bovine/Mississippi/C00162N/2015|USA|2015-01-09,MT511494.1
D/bovine/Mississippi/C00186N/2015|USA|2015-07-24,MT511501.1
D/bovine/Mississippi/C00207N/2015|USA|2015-07-24,MT511514.1
D/bovine/Mississippi/C00158P/2015|USA|2015-01-09,MT511521.1
D/bovine/Mississippi/C00009P/2014|USA|2014-02-07,MT511528.1
D/bovine/Mississippi/C00165N/2015|USA|2015-01-17,MT511535.1
D/bovine/Mississippi/C00214N/2015|USA|2015-07-24,MT511542.1
